"Item type","Authors","Editors","Title","Journal","Journal (full title)","Book title","Website name","Proceedings title","Source","How published","Publication year","Volume","Issue","Pages","Folders filed in","Labels filed in","Institution","Number","Publisher","Publisher place","Conference","Conference location","Conference date","Date published","Date","Date accessed","ISBN","ISBN (alt.)","ISSN","ISSN (alt.)","URLs","DOI","PMID","Arxiv ID","Associated DOI","Abstract","Keywords","Notes","Copyright","Affiliation","Language","Subtype","Series","Series number","Archive prefix","Eprint ID","Primary class","Page count","University","Department","Collection","Inventors","Assignee","Issuing authority","Patent number","Date filed","Type of patent","Issuing office full name","Application number","Presenter","Attachments","University place","Level of thesis","Series Number","Library catalog/database"
"Journal article","He Y,Xian H,Wang L,Zhang S","","Secure Encrypted Data Deduplication Based on Data Popularity","Mobile Networks and Applications","","","","","","","2020","","","","All","Secure Dedup","","","Springer","","","","","2020-01-07","","","","","1572-8153","","https://doi.org/10.1007/s11036-019-01504-3;http://dx.doi.org/10.1007/s11036-019-01504-3;https://link.springer.com/article/10.1007/s11036-019-01504-3;https://link.springer.com/content/pdf/10.1007%2Fs11036-019-01504-3.pdf","10.1007/s11036-019-01504-3","","","","Deduplication eliminates duplicated data copies and reduces storage costs of cloud service providers. However, deduplication of encrypted data is difficult. Current solutions rely heavily on trusted third parties, and does not recognize the popularity of data, resulting in unsatisfying security and efficiency. A secure encrypted data deduplication scheme based on data popularity is proposed. Tags are calculated via bilinear mapping to determine whether different encrypted data originate from the same plaintext. Ciphertext policy attribute-based encryption is used to protect the tags. A secure key delivery scheme is designed to pass the data encryption key from an initial data uploader to subsequent uploaders via the cloud server in an offline manner. The cloud server can perform deduplication without the assistance of any online third party. Security analysis and simulation experiments are provided, proving the practicability and efficiency of the proposed scheme.","","Requested from Birkbeck ILL 27 Jan 2020","","","","","","","","","","","","","","","","","","","","","","","All Papers/H/He et al. 2020 - Secure Encrypted Data Deduplication Based on Data Popularity.pdf","","","",""
"Journal article","Yuan H,Chen X,Jiang T,Zhang X,Yan Z,Xiang Y","","DedupDUM: Secure and scalable data deduplication with dynamic user management","Inf. Sci. ","Information sciences","","","","","","2018","456","","159-173","All","Ownership Management;Secure Dedup","","","","","","","","2018-08-01","","","","","0020-0255","","http://www.sciencedirect.com/science/article/pii/S0020025518303803;http://dx.doi.org/10.1016/j.ins.2018.05.024;https://www.sciencedirect.com/science/article/pii/S0020025518303803","10.1016/j.ins.2018.05.024","","","","Data deduplication on cloud enables the cloud servers to store a cope of data and eliminate redundant one so that a goal to save storage space and network bandwidth is realized. Recently, many research works which are concerning to the privacy-preserving problem of dynamic ownership management in the secure data deduplication setting are published. However, to our knowledge, the existing schemes are not efficient when the cloud user joining and revocation frequently go on, especially in the absence of a trusted third party in practical cloud storage systems. In this paper, we propose a secure and scalable data deduplication scheme with dynamic user management, which updates dynamic group users in a secure way and restricts the unauthorized cloud users from the sensitive data owned by valid users. To further mitigate the communication overhead, the pre-verified accessing control technology is adopted, which prevents the unauthorized cloud users from downloading data. In other words, our present scheme also ensures that only the valid cloud users are able to download and decrypt the ciphertext from the cloud server. All this reduces the communication overhead in our scheme implementation.","Data deduplication; Random convergent encryption; Dynamic user management; Access control; User joining","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Conference paper","Su H,Zheng D,Zhang Y","","An Efficient and Secure Deduplication Scheme Based on Rabin Fingerprinting in Cloud Storage","","","","","2017 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC)","","","2017","1","","833-836","All","Secure Dedup","","","","","","","","2017-07","","","","","","","http://dx.doi.org/10.1109/CSE-EUC.2017.166;https://ieeexplore.ieee.org/abstract/document/8005917/","10.1109/CSE-EUC.2017.166","","","","Data deduplication has been widely used in backups to save storage space and network bandwidth. In order to improve efficiency and security of the current deduplication schemes, this paper proposes a secure deduplication scheme. The proposed scheme supports cloud storage servers to eliminate deduplicate data before users' encryption operations, which can reduce computation overheads. Our scheme realizes variable-size block-level deduplication based on the technique of Rabin fingerprinting. Rabin fingerprinting selects blocks based on property of the block contents and hence supports data update and variable files. In the proposed scheme, a trusted third-party server is introduced to randomize the convergent keys and manage them. Security analysis indicates the proposed scheme is secure against offline brute-force dictionary attacks.","cloud computing;cryptography;fingerprint identification;storage management;trusted computing;Rabin fingerprinting;cloud storage;data deduplication;storage space;network bandwidth;users encryption operations;block-level deduplication;trusted third-party server;security analysis;Servers;Cloud computing;Encryption;Dictionaries;Fingerprint recognition;cloud computing;deduplication;Rabin fingerprinting;convergent encryption","","","","","","","","","","","","","","","","","","","","","","","","All Papers/S/Su et al. 2017 - An Efficient and Secure Deduplication Scheme Based on Rabin Fingerprinting in Cloud Storage.pdf","","","",""
"Conference paper","Duan Y,Canny J","","Protecting User Data in Ubiquitous Computing: Towards Trustworthy Environments","","","","","Privacy Enhancing Technologies","","","2005","","","167-185","All","Encryption Techniques;Secure Dedup","","","Springer Berlin Heidelberg","","","","","2005","","","","","","","http://dx.doi.org/10.1007/11423409_11;https://link.springer.com/chapter/10.1007/11423409_11;https://cloudfront.escholarship.org/dist/prd/content/qt70m4z882/qt70m4z882.pdf;http://www.cs.berkeley.edu/~jfc/papers/04/PET/pet04.pdf","10.1007/11423409_11","","","","In a Ubiquitous Computing environment, sensors are actively collecting data, much of which can be very sensitive. Data will often be streaming at high rates (video and audio) and it must be dealt with in real-time. Protecting the privacy of users is of central importance. Dealing with these issues will be a central challenge for ubicomp for some time to come. Here we propose some simple design principles which address several of these issues. We illustrate them through the design of a smart room capture system we are building. The main design principle is “data discretion:” users should have access and control of data about them, and should be able to determine how it is used. We show how data discretion supports both personal and collaborative uses. In our implementation, the data discretion principle is enforced with cryptographic techniques. Unlike ACL based access control systems, our scheme embeds access rights of legitimate users within the data. An important property of the method is that it hides meta-information about data access: no user can determine who (else) has access to any given datum. Access information is sensitive because it discloses information about which and when users were in the room. We have implemented a prototype system in the smart room equipped with several cameras, and we give data throughput rates under various degrees of protection. Finally we describe ongoing work towards a trustworthy ubicomp environment whose discretion is realistically checkable.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/D/Duan and Canny 2005 - Protecting User Data in Ubiquitous Computing - Towards Trustworthy Environments.pdf","","","",""
"Conference paper","Shoup V","","Practical Threshold Signatures","","","","","Advances in Cryptology — EUROCRYPT 2000","","","2000","","","207-220","All","Encryption Techniques;Secure Dedup","","","Springer Berlin Heidelberg","","","","","2000","","","","","","","http://dx.doi.org/10.1007/3-540-45539-6_15;https://link.springer.com/content/pdf/10.1007/3-540-45539-6_15.pdf","10.1007/3-540-45539-6_15","","","","We present an RSA threshold signature scheme. The scheme enjoys the following properties:1.it is unforgeable and robust in the random oracle model, assuming the RSA problem is hard;2.signature share generation and verification is completely non-interactive;3.the size of an individual signature share is bounded by a constant times the size of the RSA modulus.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/S/Shoup 2000 - Practical Threshold Signatures.pdf","","","",""
"Conference paper","Rogaway P,Shrimpton T","","A Provable-Security Treatment of the Key-Wrap Problem","","","","","Advances in Cryptology - EUROCRYPT 2006","","","2006","","","373-390","All","Encryption Techniques;Secure Dedup","","","Springer Berlin Heidelberg","","","","","2006","","","","","","","http://dx.doi.org/10.1007/11761679_23;https://link.springer.com/chapter/10.1007/11761679_23;https://link.springer.com/content/pdf/10.1007/11761679_23.pdf","10.1007/11761679_23","","","","We give a provable-security treatment for the key-wrap problem, providing definitions, constructions, and proofs. We suggest that key-wrap’s goal is security in the sense of deterministic authenticated-encryption (DAE), a notion that we put forward. We also provide an alternative notion, a pseudorandom injection (PRI), which we prove to be equivalent. We provide a DAE construction, SIV, analyze its concrete security, develop a blockcipher-based instantiation of it, and suggest that the method makes a desirable alternative to the schemes of the X9.102 draft standard. The construction incorporates a method to turn a PRF that operates on a string into an equally efficient PRF that operates on a vector of strings, a problem of independent interest. Finally, we consider IV-based authenticated-encryption (AE) schemes that are maximally forgiving of repeated IVs, a goal we formalize as misuse-resistant AE. We show that a DAE scheme with a vector-valued header, such as SIV, directly realizes this goal.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/R/Rogaway and Shrimpton 2006 - A Provable-Security Treatment of the Key-Wrap Problem.pdf","","","",""
"Conference paper","Bellare M,Rogaway P","","The Exact Security of Digital Signatures-How to Sign with RSA and Rabin","","","","","Advances in Cryptology — EUROCRYPT ’96","","","1996","","","399-416","All","Encryption Techniques;Secure Dedup","","","Springer Berlin Heidelberg","","","","","1996","","","","","","","http://dx.doi.org/10.1007/3-540-68339-9_34","10.1007/3-540-68339-9_34","","","","We describe an RSA-based signing scheme which combines essentially optimal efficiency with attractive security properties. Signing takes one RSA decryption plus some hashing, verification takes one RSA encryption plus some hashing, and the size of the signature is the size of the modulus. Assuming the underlying hash functions are ideal, our schemes are not only provably secure, but are so in a tight way—an ability to forge signatures with a certain amount of computational resources implies the ability to invert RSA (on the same size modulus) with about the same computational effort. Furthermore, we provide a second scheme which maintains all of the above features and in addition provides message recovery. These ideas extend to provide schemes for Rabin signatures with analogous properties; in particular their security can be tightly related to the hardness of factoring.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/B/Bellare and Rogaway 1996 - The Exact Security of Digital Signatures-How to Sign with RSA and Rabin.pdf","","","",""
"Conference paper","Goyal V,O’Neill A,Rao V","","Correlated-Input Secure Hash Functions","","","","","Theory of Cryptography","","","2011","","","182-200","All","Encryption Techniques;Secure Dedup","","","Springer Berlin Heidelberg","","","","","2011","","","","","","","http://dx.doi.org/10.1007/978-3-642-19571-6_12;https://link.springer.com/chapter/10.1007/978-3-642-19571-6_12;https://link.springer.com/content/pdf/10.1007/978-3-642-19571-6_12.pdf","10.1007/978-3-642-19571-6_12","","","","We undertake a general study of hash functions secure under correlated inputs, meaning that security should be maintained when the adversary sees hash values of many related high-entropy inputs. Such a property is satisfied by a random oracle, and its importance is illustrated by study of the “avalanche effect,” a well-known heuristic in cryptographic hash function design. One can interpret “security” in different ways: e.g., asking for one-wayness or that the hash values look uniformly and independently random; the latter case can be seen as a generalization of correlation-robustness introduced by Ishai et al. (CRYPTO 2003). We give specific applications of these notions to password-based login and efficient search on encrypted data. Our main construction achieves them (without random oracles) for inputs related by polynomials over the input space (namely ℤp), based on corresponding variants of the q-Diffie Hellman Inversion assumption. Additionally, we show relations between correlated-input secure hash functions and cryptographic primitives secure under related-key attacks. Using our techniques, we are also able to obtain a host of new results for such related-key attack secure cryptographic primitives.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/G/Goyal et al. 2011 - Correlated-Input Secure Hash Functions.pdf","","","",""
"Journal article","Anil Kumar G,Shantala CP","","An extensive research survey on data integrity and deduplication towards privacy in cloud storage","International Journal of Electrical and Computer Engineering","","","","","","","2020","10","2","2011-2011","All","Survey;Secure Dedup","","","","","","","","2020-04","","","","","","","http://dx.doi.org/10.11591/ijece.v10i.pp2011-2022","10.11591/ijece.v10i.pp2011-2022","","","","Owing to the highly distributed nature of the cloud storage system, it is one of the challenging tasks to incorporate a higher degree of security towards the vulnerable data. Apart from various security concerns, data privacy is still one of the unsolved problems in this regards. The prime reason is that existing approaches of data privacy doesn't offer data integrity and secure data deduplication process at the same time, which is highly essential to ensure a higher degree of resistance against all form of dynamic threats over cloud and internet systems. Therefore, data integrity, as well as data deduplication is such associated phenomena which influence data privacy. Therefore, this manuscript discusses the explicit research contribution toward data integrity, data privacy, and data deduplication. The manuscript also contributes towards highlighting the potential open research issues followed by a discussion of the possible future direction of work towards addressing the existing problems.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/A/Anil Kumar and Shantala 2020 - An extensive research survey on data integrity and deduplication towards privacy in cloud storage.pdf","","","",""
"Journal article","Yan XA,Shi, WQ,Tian H","","Cloud Storage Security Deduplication Scheme Based on Dynamic Bloom Filter","Journal of Information Processing Systems","","","","","","","2019","15","6","1265-1276","All","Secure Dedup","","","","","","","","2019-12","","","","","","","http://xml.jips-k.org/full-text/view?doi=10.3745/JIPS.04.0143","10.3745/JIPS.04.0143","","","","Data deduplication is a common method to improve cloud storage efficiency and save network communication bandwidth, but it also brings a series of problems such as privacy disclosure and dictionary attacks. This paper proposes a secure deduplication scheme for cloud storage based on Bloom filter, and dynamically extends the standard Bloom filter. A public dynamic Bloom filter array (PDBFA) is constructed, which improves the efficiency of ownership proof, realizes the fast detection of duplicate data blocks and reduces the false positive rate of the system. In addition, in the process of file encryption and upload, the convergent key is encrypted twice, which can effectively prevent violent dictionary attacks. The experimental results show that the PDBFA scheme has the characteristics of low computational overhead and low false positive rate.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Y/Yan et al. 2019 - Cloud Storage Security Deduplication Scheme Based on Dynamic Bloom Filter.pdf","","","",""
"Presentation","","","Lecture 25: Pairing-Based Cryptography","","","","","","","","2004","","","","All","Encryption Techniques;Secure Dedup","","","","","","","","","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canetti R RR","All Papers/C/Canetti R 2004 - Lecture 25 - Pairing-Based Cryptography.pdf","","","",""
"Conference paper","Raghunathan A,Segev G,Vadhan S","","Deterministic Public-Key Encryption for Adaptively Chosen Plaintext Distributions","","","","","Advances in Cryptology – EUROCRYPT 2013","","","2013","","","93-110","All","Security Proof;Secure Dedup","","","Springer Berlin Heidelberg","","","","","2013","","","","","","","http://dx.doi.org/10.1007/978-3-642-38348-9_6;https://link.springer.com/chapter/10.1007/978-3-642-38348-9_6;https://link.springer.com/content/pdf/10.1007/978-3-642-38348-9_6.pdf","10.1007/978-3-642-38348-9_6","","","","Bellare, Boldyreva, and O’Neill (CRYPTO ’07) initiated the study of deterministic public-key encryption as an alternative in scenarios where randomized encryption has inherent drawbacks. The resulting line of research has so far guaranteed security only for adversarially-chosen plaintext distributions that are independent of the public key used by the scheme. In most scenarios, however, it is typically not realistic to assume that adversaries do not take the public key into account when attacking a scheme.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/R/Raghunathan et al. 2013 - Deterministic Public-Key Encryption for Adaptively Chosen Plaintext Distributions.pdf","","","",""
"Conference paper","Zheng Q,Xu S","","Secure and efficient proof of storage with deduplication","","","","","Proceedings of the second ACM conference on Data and Application Security and Privacy","","","2012","","","1-12","All;Thesis","PoW;Secure Dedup","ACM","","Association for Computing Machinery","New York, NY, USA","","San Antonio, Texas, USA","","2012-02-07","","","9781450310918","","","","https://doi.org/10.1145/2133601.2133603;http://dx.doi.org/10.1145/2133601.2133603;https://dl.acm.org/citation.cfm?id=2133603;http://www.cs.utsa.edu/~shxu/codaspy-2012-p1-zheng.pdf","10.1145/2133601.2133603","","","","Both security and efficiency are crucial to the success of cloud storage. So far, security and efficiency of cloud storage have been separately investigated as follows: On one hand, security notions such as Proof of Data Possession (PDP) and Proof of Retrievability (POR) have been introduced for detecting that the data stored in the cloud has been tampered with. On the other hand, the notion of Proof of Ownership (POW) has also been proposed to alleviate the cloud server from storing multiple copies of the same data, which could substantially reduce the consumption of both network bandwidth and server storage space. These two aspects are seemingly quite to the opposite of each other. In this paper, we show, somewhat surprisingly, that the two aspects can actually co-exist within the same framework. This is possible fundamentally because of the following insight: The public verifiability offered by PDP/POR schemes can be naturally exploited to achieve POW. This ""one stone, two birds"" phenomenon not only inspired us to propose the novel notion of Proof of Storage with Deduplication (POSD), but also guided us to design a concrete scheme that is provably secure in the Random Oracle model based on the Computational Diffie-Hellman (CDH) assumption.","proof of storage, proof of retrievability, proof of ownership, proof of data possession, outsourced storage, integrity checking, deduplication, cloud storage","","","","","","CODASPY '12","","","","","","","","","","","","","","","","","","All Papers/Z/Zheng and Xu 2012 - Secure and efficient proof of storage with deduplication.pdf","","","",""
"Journal article","Yu GH","","Research on mobile internet big data detecting method for the redundant data","Int. J. Internet Protoc. Technol.","International Journal of Internet Protocol Technology","","","","","","2018","11","1","29-37","All","Redundant Data;Secure Dedup","","","Inderscience Publishers (IEL)","","","","","2018","","","","","","","https://pdfs.semanticscholar.org/4810/64c9f75cf01d138c3843c97ba22314a45aca.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Y/Yu 2018 - Research on mobile internet big data detecting method for the redundant data.pdf","","","",""
"Journal article","Pietro RD,Di Pietro R,Sorniotti A","","Boosting efficiency and security in proof of ownership for deduplication","Proceedings of the 7th ACM Symposium on Information, Computer and Communications Security - ASIACCS '12","","","","","","","2012","","","","All;Thesis","PoW;Secure Dedup","","","","","","","","2012","","","","","","","http://dx.doi.org/10.1145/2414456.2414504","10.1145/2414456.2414504","","","","Deduplication is a technique used to reduce the amount of storage needed by service providers. It is based on the intuition that several users may want (for different reasons) to store the same content. Hence, storing a single copy of these files is sufficient. Albeit simple in theory, the imple-mentation of this concept introduces many security risks. In this paper we address the most severe one: an adversary (who possesses only a fraction of the original file, or even just partially colluding with a rightful owner) claiming to possess such a file. The paper’s contributions are manifold: first, we introduce a novel Proof of Ownership (POW) scheme that has all features of the state-of-the-art solution while incurring only a fraction of the overhead experienced by the competitor; second, the security of the proposed mechanisms relies on information theoretical (combinatoric) rather than computational assumptions; we also propose viable optimization techniques that further improve the scheme’s performance. Finally, the quality of our proposal is supported by extensive benchmarking.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/P/Pietro et al. 2012 - Boosting efficiency and security in proof of ownership for deduplication.pdf","","","",""
"Conference paper","Yuan J,Yu S","","Secure and constant cost public cloud storage auditing with deduplication","","","","","2013 IEEE Conference on Communications and Network Security (CNS)","","","2013","","","145-153","All;Thesis","PoW;Secure Dedup","","","","","","","","2013-10","","","","","","","http://dx.doi.org/10.1109/CNS.2013.6682702;https://ieeexplore.ieee.org/abstract/document/6682702/;https://eprint.iacr.org/2013/149.pdf","10.1109/CNS.2013.6682702","","","","Data integrity and storage efficiency are two important requirements for cloud storage. Proof of Retrievability (POR) and Proof of Data Possession (PDP) techniques assure data integrity for cloud storage. Proof of Ownership (POW) improves storage efficiency by securely removing unnecessarily duplicated data on the storage server. However, trivial combination of the two techniques, in order to achieve both data integrity and storage efficiency, results in non-trivial duplication of metadata (i.e., authentication tags), which contradicts the objectives of POW. Recent attempts to this problem introduce tremendous computational and communication costs and have also been proven not secure. It calls for a new solution to support efficient and secure data integrity auditing with storage deduplication for cloud storage. In this paper we solve this open problem with a novel scheme based on techniques including polynomial-based authentication tags and homomorphic linear authenticators. Our design allows deduplication of both files and their corresponding authentication tags. Data integrity auditing and storage deduplication are achieved simultaneously. Our proposed scheme is also characterized by constant realtime communication and computational cost on the user side. Public auditing and batch auditing are both supported. Hence, our proposed scheme outperforms existing POR and PDP schemes while providing the additional functionality of deduplication. We prove the security of our proposed scheme based on the Computational Diffie-Hellman problem, the Static Diffie-Hellman problem and the t-Strong Diffie-Hellman problem. Numerical analysis and experimental results on Amazon AWS show that our scheme is efficient and scalable.","cloud computing;data integrity;file servers;meta data;security of data;storage management;secure cost public cloud storage auditing;constant cost public cloud storage auditing;storage deduplication;data integrity auditing;storage efficiency;proof of retrievability;POR;proof of data possession;PDP technique;proof of ownership;POW;storage server;metadata nontrivial duplication;polynomial-based authentication tags;homomorphic linear authenticator;constant realtime communication;computational cost;public auditing;batch auditing;computational Diffie-Hellman problem;static Diffie-Hellman problem;t-strong Diffie-Hellman problem;Amazon AWS;Servers;Cloud computing;Authentication;Public key;Polynomials;Computational efficiency","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Y/Yuan and Yu 2013 - Secure and constant cost public cloud storage auditing with deduplication.pdf","","","",""
"Miscellaneous","Bolosky WJ,Douceur JR,Ely D,Theimer M","","Feasibility of a serverless distributed file system deployed on an existing set of desktop PCs","ACM SIGMETRICS Performance Evaluation Review","","","","","","","2000","28","1","34-43","All;Thesis","CE/MLE;Secure Dedup","","","","","","","","2000","","","","","","","http://dx.doi.org/10.1145/345063.339345","10.1145/345063.339345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/B/Bolosky et al. 2000 - Feasibility of a serverless distributed file system deployed on an existing set of desktop PCs.pdf","","","",""
"Conference paper","Douceur JR,Adya A,Bolosky WJ,Simon P,Theimer M","","Reclaiming space from duplicate files in a serverless distributed file system","","","","","Proceedings 22nd International Conference on Distributed Computing Systems","","","2002","","","617-624","All;SCAIL Bibliography;PR-SCAIL;2023PhDReport;p-scailbib;Thesis","CE/MLE;Secure Dedup;Distributed File Systems","","","","","","","","2002-07","","","","","1063-6927","","http://dx.doi.org/10.1109/ICDCS.2002.1022312;https://ieeexplore.ieee.org/abstract/document/1022312/;https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/tr-2002-30.pdf","10.1109/ICDCS.2002.1022312","","","","The Farsite distributed file system provides availability by replicating each file onto multiple desktop computers. Since this replication consumes significant storage space, it is important to reclaim used space where possible. Measurement of over 500 desktop file systems shows that nearly half of all consumed space is occupied by duplicate files. We present a mechanism to reclaim space from this incidental duplication to make it available for controlled file replication. Our mechanism includes: (1) convergent encryption, which enables duplicate files to be coalesced into the space of a single file, even if the files are encrypted with different users' keys; and (2) SALAD, a Self-Arranging Lossy Associative Database for aggregating file content and location information in a decentralized, scalable, fault-tolerant manner. Large-scale simulation experiments show that the duplicate-file coalescing system is scalable, highly effective, and fault-tolerant.","network operating systems;software fault tolerance;storage management;replicated databases;cryptography;content-addressable storage;self-organising storage;Farsite;availability;storage space reclamation;desktop file systems;duplicate files;controlled file replication;convergent encryption;SALAD;file content aggregation;Self-Arranging Lossy Associative Database;location information;decentralized scalable system;fault-tolerant system;large-scale simulation;duplicate-file coalescing system;serverless distributed file system;File systems;Cryptography;Extraterrestrial measurements;Databases;Large-scale systems;File servers;Availability;Fault diagnosis;Secure storage;Distributed computing","","","","","","","","","","","","","","","","","","","","","","","","All Papers/D/Douceur et al. 2002 - Reclaiming space from duplicate files in a serverless distributed file system.pdf","","","",""
"Conference paper","Xia W,Zhou Y,Jiang H,Feng D,Hua Y,Hu Y,Liu Q,Zhang Y","","Fastcdc: a fast and efficient content-defined chunking approach for data deduplication","","","","","2016 ${$USENIX$}$ Annual Technical Conference (${$USENIX$}$${$ATC$}$ 16)","","","2016","","","101-114","All;Superchunking Paper Sources/CDC/Chunking","Chunking","","","","","","","","2016","","2020-01-15","9781931971300","","","","https://www.usenix.org/node/196197;https://www.usenix.org/system/files/conference/atc16/atc16-paper-xia.pdf","","","","","Content-Defined Chunking (CDC) has been playing a key role in data deduplication systems in the past 15 years or so due to its high redundancy detection ability. However, existing CDC-based approaches introduce heavy CPU overhead because they declare the chunk cutpoints by computing and judging the rolling hashes of the data stream byte by byte. In this paper, we propose FastCDC, a Fast and efficient CDC approach, that builds and improves on the latest Gear-based CDC approach, one of the fastest CDC methods to our knowledge. The key idea behind FastCDC is the combined use of three key techniques, namely, simplifying and enhancing the hash judgment to address our observed challenges facing Gear-based CDC, skipping sub-minimum chunk cut-point to further speed up CDC, and normalizing the chunk-size distribution in a small specified region to address the problem of the decreased deduplication ratio stemming from the cut-point skipping. Our evaluation results show that, by using a combination of the three techniques, FastCDC is about 10× faster than the best of open-source Rabin-based CDC, and about 3× faster than the state-of-the-art Gear- and AE-based CDC, while achieving nearly the same dedup","","25 min Video Presentation at:&nbsp;<a href=""https://www.usenix.org/node/196197"">https://www.usenix.org/node/196197</a>","","","","","","","","","","","","","","","","","","","","","","","All Papers/X/Xia et al. 2016 - Fastcdc - a fast and efficient content-defined chunking approach for data deduplication.pdf","","","",""
"Conference paper","Halevi S,Harnik D,Pinkas B,Shulman-Peleg A","","Proofs of ownership in remote storage systems","","","","","Proceedings of the 18th ACM conference on Computer and communications security","","","2011","","","491-500","All;SCAIL Bibliography;PR-SCAIL;2023PhDReport;p-scailbib;Thesis","PoW","ACM","","Association for Computing Machinery","New York, NY, USA","","Chicago, Illinois, USA","","2011-10-17","","","9781450309486","","","","https://doi.org/10.1145/2046707.2046765;http://dx.doi.org/10.1145/2046707.2046765;https://dl.acm.org/citation.cfm?id=2046765;http://www.eng.tau.ac.il/semcom/2013/Students%20Presentations/Eli%20Haim%20-%20PoW.pdf","10.1145/2046707.2046765","","","","Cloud storage systems are becoming increasingly popular. A promising technology that keeps their cost down is deduplication, which stores only a single copy of repeating data. Client-side deduplication attempts to identify deduplication opportunities already at the client and save the bandwidth of uploading copies of existing files to the server. In this work we identify attacks that exploit client-side deduplication, allowing an attacker to gain access to arbitrary-size files of other users based on a very small hash signatures of these files. More specifically, an attacker who knows the hash signature of a file can convince the storage service that it owns that file, hence the server lets the attacker download the entire file. (In parallel to our work, a subset of these attacks were recently introduced in the wild with respect to the Dropbox file synchronization service.) To overcome such attacks, we introduce the notion of proofs-of-ownership (PoWs), which lets a client efficiently prove to a server that that the client holds a file, rather than just some short information about it. We formalize the concept of proof-of-ownership, under rigorous security definitions, and rigorous efficiency requirements of Petabyte scale storage systems. We then present solutions based on Merkle trees and specific encodings, and analyze their security. We implemented one variant of the scheme. Our performance measurements indicate that the scheme incurs only a small overhead compared to naive client-side deduplication.","proofs of ownership, merkle trees, deduplication, cloud storage","","","","","","CCS '11","","","","","","","","","","","","","","","","","","All Papers/H/Halevi et al. 2011 - Proofs of ownership in remote storage systems.pdf","","","",""
"Conference paper","Keelveedhi S,Bellare M,Ristenpart T","","DupLESS: server-aided encryption for deduplicated storage","","","","","Presented as part of the 22nd Usenix Security Symposium (Usenix) Security 13)","","","2013","","","179-194","All;Grouped by Publication/Usenix Security;SCAIL Bibliography;PR-SCAIL;2023PhDReport;p-scailbib;Thesis","Secure Dedup","","","","","","","","2013","","2020-01-15","9781931971034","","","","https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/bellare;https://www.usenix.org/system/files/conference/usenixsecurity13/sec13-paper_bellare.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/K/Keelveedhi et al. 2013 - DupLESS - server-aided encryption for deduplicated storage.pdf","","","",""
"Journal article","Bjørner N,Blass A,Gurevich Y","","Content-dependent chunking for differential compression, the local maximum approach","J. Comput. System Sci.","Journal of Computer and System Sciences","","","","","","2010","76","3","154-203","All;Superchunking Paper Sources/CDC/Chunking;Thesis","Chunking","","","","","","","","2010-05-01","","","","","0022-0000","","https://www.sciencedirect.com/science/article/pii/S0022000009000580;http://dx.doi.org/10.1016/j.jcss.2009.06.004","10.1016/j.jcss.2009.06.004","","","","When a file is to be transmitted from a sender to a recipient and when the latter already has a file somewhat similar to it, remote differential compression seeks to determine the similarities interactively so as to transmit only the part of the new file not already in the recipient's old file. Content-dependent chunking means that the sender and recipient chop their files into chunks, with the cutpoints determined by some internal features of the files, so that when segments of the two files agree (possibly in different locations within the files) the cutpoints in such segments tend to be in corresponding locations, and so the chunks agree. By exchanging hash values of the chunks, the sender and recipient can determine which chunks of the new file are absent from the old one and thus need to be transmitted. We propose two new algorithms for content-dependent chunking, and we compare their behavior, on random files, with each other and with previously used algorithms. One of our algorithms, the local maximum chunking method, has been implemented and found to work better in practice than previously used algorithms. Theoretical comparisons between the various algorithms can be based on several criteria, most of which seek to formalize the idea that chunks should be neither too small (so that hashing and sending hash values become inefficient) nor too large (so that agreements of entire chunks become unlikely). We propose a new criterion, called the slack of a chunking method, which seeks to measure how much of an interval of agreement between two files is wasted because it lies in chunks that don't agree. Finally, we show how to efficiently find the cutpoints for local maximum chunking.","Networking; Distributed file systems; Compression; Ergodic theory","","","","","","","","","","","","","","","","","","","","","","","","All Papers/B/Bjørner et al. 2010 - Content-dependent chunking for differential compression, the local maximum approach.pdf","","","",""
