file_name,title,venue,year,tags
Su et al. 2017 - An Efficient and Secure Deduplication Scheme Based on Rabin Fingerprinting in Cloud Storage.pdf,An Efficient and Secure Deduplication Scheme Based on Rabin Fingerprinting in Cloud Storage,2017 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC),2017,Secure Dedup
Duan and Canny 2005 - Protecting User Data in Ubiquitous Computing - Towards Trustworthy Environments.pdf,Protecting User Data in Ubiquitous Computing: Towards Trustworthy Environments,Privacy Enhancing Technologies,2005,Encryption Techniques;Secure Dedup
Shoup 2000 - Practical Threshold Signatures.pdf,Practical Threshold Signatures,Advances in Cryptology — EUROCRYPT 2000,2000,Encryption Techniques;Secure Dedup
Rogaway and Shrimpton 2006 - A Provable-Security Treatment of the Key-Wrap Problem.pdf,A Provable-Security Treatment of the Key-Wrap Problem,Advances in Cryptology - EUROCRYPT 2006,2006,Encryption Techniques;Secure Dedup
Bellare and Rogaway 1996 - The Exact Security of Digital Signatures-How to Sign with RSA and Rabin.pdf,The Exact Security of Digital Signatures-How to Sign with RSA and Rabin,Advances in Cryptology — EUROCRYPT ’96,1996,Encryption Techniques;Secure Dedup
Goyal et al. 2011 - Correlated-Input Secure Hash Functions.pdf,Correlated-Input Secure Hash Functions,Theory of Cryptography,2011,Encryption Techniques;Secure Dedup
Anil Kumar and Shantala 2020 - An extensive research survey on data integrity and deduplication towards privacy in cloud storage.pdf,An extensive research survey on data integrity and deduplication towards privacy in cloud storage,International Journal of Electrical and Computer Engineering,2020,Survey;Secure Dedup
Yan et al. 2019 - Cloud Storage Security Deduplication Scheme Based on Dynamic Bloom Filter.pdf,Cloud Storage Security Deduplication Scheme Based on Dynamic Bloom Filter,Journal of Information Processing Systems,2019,Secure Dedup
Canetti R 2004 - Lecture 25 - Pairing-Based Cryptography.pdf,Lecture 25: Pairing-Based Cryptography,,2004,Encryption Techniques;Secure Dedup
Raghunathan et al. 2013 - Deterministic Public-Key Encryption for Adaptively Chosen Plaintext Distributions.pdf,Deterministic Public-Key Encryption for Adaptively Chosen Plaintext Distributions,Advances in Cryptology – EUROCRYPT 2013,2013,Security Proof;Secure Dedup
Zheng and Xu 2012 - Secure and efficient proof of storage with deduplication.pdf,Secure and efficient proof of storage with deduplication,Proceedings of the second ACM conference on Data and Application Security and Privacy,2012,PoW;Secure Dedup
Yu 2018 - Research on mobile internet big data detecting method for the redundant data.pdf,Research on mobile internet big data detecting method for the redundant data,Int. J. Internet Protoc. Technol.,2018,Redundant Data;Secure Dedup
Pietro et al. 2012 - Boosting efficiency and security in proof of ownership for deduplication.pdf,Boosting efficiency and security in proof of ownership for deduplication,"Proceedings of the 7th ACM Symposium on Information, Computer and Communications Security - ASIACCS '12",2012,PoW;Secure Dedup
Yuan and Yu 2013 - Secure and constant cost public cloud storage auditing with deduplication.pdf,Secure and constant cost public cloud storage auditing with deduplication,2013 IEEE Conference on Communications and Network Security (CNS),2013,PoW;Secure Dedup
Bolosky et al. 2000 - Feasibility of a serverless distributed file system deployed on an existing set of desktop PCs.pdf,Feasibility of a serverless distributed file system deployed on an existing set of desktop PCs,ACM SIGMETRICS Performance Evaluation Review,2000,CE/MLE;Secure Dedup
Douceur et al. 2002 - Reclaiming space from duplicate files in a serverless distributed file system.pdf,Reclaiming space from duplicate files in a serverless distributed file system,Proceedings 22nd International Conference on Distributed Computing Systems,2002,CE/MLE;Secure Dedup;Distributed File Systems
Xia et al. 2016 - Fastcdc - a fast and efficient content-defined chunking approach for data deduplication.pdf,Fastcdc: a fast and efficient content-defined chunking approach for data deduplication,2016 ${$USENIX$}$ Annual Technical Conference (${$USENIX$}$${$ATC$}$ 16),2016,Chunking
Halevi et al. 2011 - Proofs of ownership in remote storage systems.pdf,Proofs of ownership in remote storage systems,Proceedings of the 18th ACM conference on Computer and communications security,2011,PoW
Keelveedhi et al. 2013 - DupLESS - server-aided encryption for deduplicated storage.pdf,DupLESS: server-aided encryption for deduplicated storage,Presented as part of the 22nd Usenix Security Symposium (Usenix) Security 13),2013,Secure Dedup
"Bjørner et al. 2010 - Content-dependent chunking for differential compression, the local maximum approach.pdf","Content-dependent chunking for differential compression, the local maximum approach",J. Comput. System Sci.,2010,Chunking
NA et al. - Efficient Two-level Homomorphic Encryption in Prime-order Bi ... f the 2018 on Asia Conference on Computer and Communications Security.pdf,Efficient Two-level Homomorphic Encryption in Prime-order Bilinear Groups and A Fast Implementation in WebAssembly | Proceedings of the 2018 on Asia Conference on Computer and Communications Security,,,Sec Techniques/Protocols
Cramer et al. 1997 - A Secure and Optimally Efficient Multi-Authority Election Scheme.pdf,A Secure and Optimally Efficient Multi-Authority Election Scheme,Advances in Cryptology — EUROCRYPT ’97,1997,Sec Techniques/Protocols
Xu et al. 2013 - Weak leakage-resilient client-side deduplication of encrypted data in cloud storage.pdf,Weak leakage-resilient client-side deduplication of encrypted data in cloud storage,"Proceedings of the 8th ACM SIGSAC symposium on Information, computer and communications security",2013,PoW
Wen et al. 2015 - Secure Data Deduplication With Reliable Key Management for Dynamic Updates in CPSS.pdf,Secure Data Deduplication With Reliable Key Management for Dynamic Updates in CPSS,IEEE Transactions on Computational Social Systems,2015,Key Management
Li et al. 2015 - Secure Distributed Deduplication Systems with Improved Reliability.pdf,Secure Distributed Deduplication Systems with Improved Reliability,IEEE Trans. Comput.,2015,Fog/Multicloud
Chen et al. 2015 - BL-MLE - Block-Level Message-Locked Encryption for Secure Large File Deduplication.pdf,BL-MLE: Block-Level Message-Locked Encryption for Secure Large File Deduplication,IEEE Trans. Inf. Forensics Secur.,2015,CE/MLE;Sec Techniques/Protocols
Huang et al. 2019 - Secure Data Group Sharing and Conditional Dissemination with Multi-Owner in Cloud Computing.pdf,Secure Data Group Sharing and Conditional Dissemination with Multi-Owner in Cloud Computing,IEEE Transactions on Cloud Computing,2019,Ownership Management
Verma and Singh - Deduplication in Encrypted Data - A Comprehensive Review.pdf,Deduplication in Encrypted Data: A Comprehensive Review,ijcem.org,,Survey
Zhao and Chow 2019 - Updatable Block-Level Message-Locked Encryption.pdf,Updatable Block-Level Message-Locked Encryption,IEEE Trans. Dependable Secure Comput.,2019,CE/MLE;Sec Techniques/Protocols
Zhou et al. 2018 - A similarity-aware encrypted deduplication scheme with flexible access control in the cloud.pdf,A similarity-aware encrypted deduplication scheme with flexible access control in the cloud,Future Gener. Comput. Syst.,2018,Chunking;Similarity/Resemblance
Thakur et al. 2020 - Secure Key Agreement Model for Group Data Sharing and Achieving Data Deduplication in Cloud Computing.pdf,Secure Key Agreement Model for Group Data Sharing and Achieving Data Deduplication in Cloud Computing,Information and Communication Technology for Sustainable Development,2020,Secure Dedup
Hur et al. 2016 - Secure Data Deduplication with Dynamic Ownership Management in Cloud Storage.pdf,Secure Data Deduplication with Dynamic Ownership Management in Cloud Storage,IEEE Trans. Knowl. Data Eng.,2016,Ownership Management
Tian et al. 2020 - Randomized deduplication with ownership management and data sharing in cloud storage.pdf,Randomized deduplication with ownership management and data sharing in cloud storage,Journal of Information Security and Applications,2020,Secure Dedup;Ownership Management
Anderson and Zhang 2010 - Fast and secure laptop backups with encrypted DE-duplication.pdf,Fast and secure laptop backups with encrypted DE-duplication,USENIX Large Install Syst Adm Conf,2010,Secure Dedup;CE/MLE
Bing Wang et al. 2015 - Modeling the side-channel attacks in data deduplication with game theory.pdf,Modeling the side-channel attacks in data deduplication with game theory,2015 IEEE Conference on Communications and Network Security (CNS),2015,Side Channels;Security Proof
Yu et al. 2018 - Privacy Aware Data Deduplication for Side Channel in Cloud Storage.pdf,Privacy Aware Data Deduplication for Side Channel in Cloud Storage,IEEE Transactions on Cloud Computing,2018,Side Channels
Shin and Kim 2015 - Differentially private client-side data deduplication protocol for cloud storage services.pdf,Differentially private client-side data deduplication protocol for cloud storage services,Security and Communication Networks,2015,Side Channels;Gateway
Heen et al. 2012 - Improving the Resistance to Side-Channel Attacks on Cloud Storage Services.pdf,Improving the Resistance to Side-Channel Attacks on Cloud Storage Services,"2012 5th International Conference on New Technologies, Mobility and Security (NTMS)",2012,Side Channels;Gateway
Armknecht et al. 2017 - Side Channels in Deduplication.pdf,Side Channels in Deduplication,Proceedings of the 2017 ACM on Asia Conference on Computer and Communications Security - ASIA CCS '17,2017,Side Channels
Yu et al. 2015 - Proof of ownership in deduplicated cloud storage with mobile device efficiency.pdf,Proof of ownership in deduplicated cloud storage with mobile device efficiency,IEEE Netw.,2015,PoW
Yan et al. 2016 - Deduplication on Encrypted Big Data in Cloud.pdf,Deduplication on Encrypted Big Data in Cloud,IEEE Transactions on Big Data,2016,Secure Dedup
Frey et al. 2012 - Probabilistic deduplication for cluster-based storage systems.pdf,Probabilistic deduplication for cluster-based storage systems,Proceedings of the Third ACM Symposium on Cloud Computing - SoCC '12,2012,Fingerprint-Indexing;Chunking
Kaiser et al. 2012 - Design of an exact data deduplication cluster.pdf,Design of an exact data deduplication cluster,012 IEEE 28th Symposium on Mass Storage Systems and Technologies (MSST),2012,Fingerprint-Indexing
Fu et al. 2012 - A scalable inline cluster deduplication framework for big data protection.pdf,A scalable inline cluster deduplication framework for big data protection,,2012,Fingerprint-Indexing;Super-chunking;Routing with Superchunks
Dong et al. 2011 - Tradeoffs in Scalable Data Routing for Deduplication Clusters.pdf,Tradeoffs in Scalable Data Routing for Deduplication Clusters,FAST,2011,Fingerprint-Indexing;Super-chunking;Routing with Superchunks
Yang et al. 2010 - DEBAR - A scalable high-performance de-duplication storage system for backup and archiving.pdf,DEBAR: A scalable high-performance de-duplication storage system for backup and archiving,2010 IEEE International Symposium on Parallel Distributed Processing (IPDPS),2010,Fingerprint-Indexing
Dubnicki et al. 2009 - HYDRAstor - A scalable secondary storage.pdf,HYDRAstor: A scalable secondary storage,FAST,2009,Fingerprint-Indexing
Lu et al. 2012 - BloomStore - Bloom-Filter based memory-efficient key-value store for indexing of data deduplication on flash.pdf,BloomStore: Bloom-Filter based memory-efficient key-value store for indexing of data deduplication on flash,2012 IEEE 28th Symposium on Mass Storage Systems and Technologies (MSST),2012,Fingerprint-Indexing
Debnath et al. 2010 - ChunkStash - Speeding Up Inline Storage Deduplication Using Flash Memory.pdf,ChunkStash: Speeding Up Inline Storage Deduplication Using Flash Memory,USENIX annual technical conference,2010,Fingerprint-Indexing
Meister and Brinkmann 2010 - dedupv1 - Improving deduplication throughput using solid state drives (SSD).pdf,dedupv1: Improving deduplication throughput using solid state drives (SSD),2010 IEEE 26th Symposium on Mass Storage Systems and Technologies (MSST),2010,Fingerprint-Indexing;SSD
Xia et al. 2011 - SiLo - A Similarity-Locality based Near-Exact Deduplication Scheme with Low RAM Overhead and High Throughput.pdf,SiLo: A Similarity-Locality based Near-Exact Deduplication Scheme with Low RAM Overhead and High Throughput,USENIX Annual Technical Conference,2011,Fingerprint-Indexing;Similarity/Resemblance
Aronovich et al. 2009 - The Design of a Similarity Based Deduplication System.pdf,The Design of a Similarity Based Deduplication System,Proceedings of SYSTOR 2009: The Israeli Experimental Systems Conference,2009,Fingerprint-Indexing;Similarity/Resemblance
"Bhagwat et al. 2009 - Extreme Binning - Scalable, parallel deduplication for chunk-based file backup.pdf","Extreme Binning: Scalable, parallel deduplication for chunk-based file backup","2009 IEEE International Symposium on Modeling, Analysis Simulation of Computer and Telecommunication Systems",2009,Fingerprint-Indexing;Similarity/Resemblance
Meister et al. 2013 - Block Locality Caching for Data Deduplication.pdf,Block Locality Caching for Data Deduplication,Proceedings of the 6th International Systems and Storage Conference,2013,Fingerprint-Indexing
Tan et al. 2010 - SAM - A Semantic-Aware Multi-tiered Source De-duplication Framework for Cloud Backup.pdf,SAM: A Semantic-Aware Multi-tiered Source De-duplication Framework for Cloud Backup,2010 39th International Conference on Parallel Processing,2010,Fingerprint-Indexing
Wei et al. 2010 - MAD2 - A scalable high-throughput exact deduplication approach for network backup services.pdf,MAD2: A scalable high-throughput exact deduplication approach for network backup services,2010 IEEE 26th Symposium on Mass Storage Systems and Technologies (MSST),2010,Fingerprint-Indexing
"Lillibridge et al. 2009 - Sparse Indexing - Large Scale, Inline Deduplication Using Sampling and Locality.pdf","Sparse Indexing: Large Scale, Inline Deduplication Using Sampling and Locality",7th USENIX Conference on File and Storage Technologies (FAST 09),2009,Accelerate;Fingerprint-Indexing
Zhu et al. 2008 - Avoiding the Disk Bottleneck in the Data Domain Deduplication File System.pdf,Avoiding the Disk Bottleneck in the Data Domain Deduplication File System,6th USENIX Conference on File and Storage Technologies (FAST 08),2008,Fingerprint-Indexing;Code/OpenSource;Chunking
Kim et al. 2012 - GHOST - GPGPU-offloaded high performance storage I - O deduplication for primary storage system.pdf,GHOST: GPGPU-offloaded high performance storage I/O deduplication for primary storage system,Proceedings of the 2012 International Workshop on Programming Models and Applications for Multicores and Manycores,2012,Accelerate
Bhatotia et al. 2012 - Shredder - GPU-accelerated incremental storage and computation.pdf,Shredder: GPU-accelerated incremental storage and computation,FAST,2012,Accelerate;GPU
Al-Kiswany et al. 2008 - StoreGPU - Exploiting Graphics Processing Units to Accelerate Distributed Storage Systems.pdf,StoreGPU: Exploiting Graphics Processing Units to Accelerate Distributed Storage Systems,Proceedings of the 17th International Symposium on High Performance Distributed Computing,2008,Accelerate;GPU
Xia et al. 2012 - P-dedupe - Exploiting parallelism in data deduplication system.pdf,P-dedupe: Exploiting parallelism in data deduplication system,"2012 IEEE 7th International Conference on Networking, Architecture, and Storage (NAS)",2012,Accelerate;Chunking;Datasets
Ma et al. 2012 - Adaptive pipeline for deduplication.pdf,Adaptive pipeline for deduplication,2012 IEEE 28th Symposium on Mass Storage Systems and Technologies (MSST),2012,Chunking;Accelerate
Guo and Efstathopoulos 2011 - Building a High-performance Deduplication System.pdf,Building a High-performance Deduplication System,USENIX annual technical conference,2011,Chunking;Accelerate;Fingerprint-Indexing
Liu et al. 2009 - A Novel Optimization Method to Improve De-duplication Storage System Performance.pdf,A Novel Optimization Method to Improve De-duplication Storage System Performance,2009 15th International Conference on Parallel and Distributed Systems,2009,Chunking;Accelerate
Zhou and Wen 2013 - Hysteresis Re-chunking Based Metadata Harnessing Deduplication of Disk Images.pdf,Hysteresis Re-chunking Based Metadata Harnessing Deduplication of Disk Images,2013 42nd International Conference on Parallel Processing,2013,Chunking;Metadata;Container Fragmentation
Lu et al. 2010 - Frequency Based Chunking for Data De-Duplication.pdf,Frequency Based Chunking for Data De-Duplication,Simulation of Computer and Telecommunication Systems (MASCOTS),2010,Chunking
Kruus et al. 2010 - Bimodal content defined chunking for backup streams.pdf,Bimodal content defined chunking for backup streams,Fast,2010,Chunking
Yu et al. 2015 - Leap-based Content Defined Chunking — Theory and Implementation.pdf,Leap-based Content Defined Chunking — Theory and Implementation,2015 31st Symposium on Mass Storage Systems and Technologies (MSST),2015,Chunking
Teodosiu et al. 2006 - Optimizing file replication over limited-bandwidth networks using remote differential compression.pdf,Optimizing file replication over limited-bandwidth networks using remote differential compression,Microsoft Corp,2006,Chunking
El-Shimi et al. 2012 - Primary data deduplication—large scale study and system design.pdf,Primary data deduplication—large scale study and system design,Presented as part of the 2012 USENIX Annual Technical Conference (USENIX ATC 12),2012,Chunking
Muthitacharoen et al. 2001 - lbfs-muthitacharoen.pdf,A low-bandwidth network file system,Oper. Syst. Rev.,2001,Chunking;Code/OpenSource;Fixed Size Blocks
"Andres Erbsen, Jade Philipoom, Jason ... - Fiat-Crypto - Synthesizing Correct-by-Construction Code for Cryptographic Primitives.pdf",Fiat-Crypto: Synthesizing Correct-by-Construction Code for Cryptographic Primitives,,,Implementations
Liu et al. 2017 - Secure similarity-based cloud data deduplication in Ubiquitous city.pdf,Secure similarity-based cloud data deduplication in Ubiquitous city,Pervasive Mob. Comput.,2017,Similarity/Resemblance
Tarasov et al. 2016 - Filebench - A flexible framework for file system benchmarking.pdf,Filebench: A flexible framework for file system benchmarking,login: The USENIX Magazine,2016,Datasets
Mandal 2015 - Design and Implementation of an Open-Source Deduplication Platform for Research.pdf,Design and Implementation of an Open-Source Deduplication Platform for Research,,2015,Platform;Implementations
Fu et al. 2015 - Design tradeoffs for data deduplication performance in backup workloads.pdf,Design tradeoffs for data deduplication performance in backup workloads,13th USENIX Conference on File and Storage Technologies (FAST 15),2015,Platform;Chunking
Basin et al. 2017 - Symbolically analyzing security protocols using tamarin.pdf,Symbolically analyzing security protocols using tamarin,,2017,Security Proof
Meier et al. 2013 - The TAMARIN Prover for the Symbolic Analysis of Security Protocols.pdf,The TAMARIN Prover for the Symbolic Analysis of Security Protocols,Computer Aided Verification,2013,Security Proof
Singhal et al. 2018 - A Novel approach of data deduplication for distributed storage.pdf,A Novel approach of data deduplication for distributed storage,International Journal of Engineering & Technology,2018,Secure Dedup
Xia et al. 2015 - Similarity and Locality Based Indexing for High Performance Data Deduplication.pdf,Similarity and Locality Based Indexing for High Performance Data Deduplication,IEEE Trans. Comput.,2015,Fingerprint-Indexing;Accelerate;Similarity/Resemblance
Ferguson et al. 2010 - Cryptography engineering.pdf,Cryptography engineering,Design Princi,2010,Encryption Techniques
Lee and Choi 2012 - Privacy-preserving cross-user source-based data deduplication in cloud storage.pdf,Privacy-preserving cross-user source-based data deduplication in cloud storage,2012 International Conference on ICT Convergence (ICTC),2012,Secure Dedup;Thresholding
Jiang et al. 2017 - Secure and Efficient Cloud Data Deduplication with Ownership Management.pdf,Secure and Efficient Cloud Data Deduplication with Ownership Management,IEEE Transactions on Services Computing,2017,Secure Dedup
Jiang et al. 2017 - Secure and Efficient Cloud Data Deduplication With Randomized Tag.pdf,Secure and Efficient Cloud Data Deduplication With Randomized Tag,IEEE Trans. Inf. Forensics Secur.,2017,Secure Dedup
Passricha et al. 2019 - Secure Deduplication Scheme for Cloud Encrypted Data.pdf,Secure Deduplication Scheme for Cloud Encrypted Data,IJAPUC,2019,Secure Dedup;Ownership Management
Joice and Mohamed 2019 - Cloud Storage - A Review on Secure Deduplication and Issues.pdf,Cloud Storage: A Review on Secure Deduplication and Issues,J. Internet Technol.,2019,Survey
Blakley and Meadows 1985 - Security of Ramp Schemes.pdf,Security of Ramp Schemes,Advances in Cryptology,1985,Encryption Techniques;SSSS/RSSS/Convergent Dispersal
Agarwal et al. 2010 - Endre - An end-system redundancy elimination service for enterprises.pdf,Endre: An end-system redundancy elimination service for enterprises,NSDI,2010,Fingerprint-Indexing;Chunking;Mobile Dedup
Jason K. Resch 2011 - AONT-RS - Blending Security and Performance in Dispersed Storage Systems.pdf,AONT-RS: Blending Security and Performance in Dispersed Storage Systems,,2011,Encryption Techniques;SSSS/RSSS/Convergent Dispersal
"Rabin 1989 - Efficient Dispersal of Information for Security, Load Balancing, and Fault Tolerance.pdf","Efficient Dispersal of Information for Security, Load Balancing, and Fault Tolerance",J. ACM,1989,Maintaining Privacy;SSSS/RSSS/Convergent Dispersal
Li et al. 2014 - Secure Deduplication with Efficient and Reliable Convergent Key Management.pdf,Secure Deduplication with Efficient and Reliable Convergent Key Management,IEEE Trans. Parallel Distrib. Syst.,2014,Secure Dedup;Key Management;SSSS/RSSS/Convergent Dispersal
Rivest 1997 - All-or-nothing encryption and the package transform.pdf,All-or-nothing encryption and the package transform,Fast Software Encryption,1997,Encryption Techniques;SSSS/RSSS/Convergent Dispersal
[MS-RDC].pdf - [MS-RDC].pdf,[MS-RDC].pdf,,,Chunking
blake2_20130129.pdf - blake2_20130129.pdf,blake2_20130129.pdf,,,Encryption Techniques
Akbar et al. 2019 - Encryption to decryption statistics for secure data with independent servers for deduplication.pdf,Encryption to decryption statistics for secure data with independent servers for deduplication,International Journal of Engineering and Advanced Technology,2019,Secure Dedup
Wang et al. 2019 - A key-sharing based secure deduplication scheme in cloud storage.pdf,A key-sharing based secure deduplication scheme in cloud storage,Inf. Sci.,2019,Secure Dedup;PoW
Li et al. 2019 - CSED - Client-Side encrypted deduplication scheme based on proofs of ownership for cloud storage.pdf,CSED: Client-Side encrypted deduplication scheme based on proofs of ownership for cloud storage,Journal of Information Security and Applications,2019,PoW
Fan et al. 2019 - A secure privacy preserving deduplication scheme for cloud computing.pdf,A secure privacy preserving deduplication scheme for cloud computing,Future Gener. Comput. Syst.,2019,Secure Dedup
Broder 1993 - Some applications of Rabin’s fingerprinting method.pdf,Some applications of Rabin’s fingerprinting method,,1993,Chunking
Cui et al. 2017 - QuickSync - Improving Synchronization Efficiency for Mobile Cloud Storage Services.pdf,QuickSync: Improving Synchronization Efficiency for Mobile Cloud Storage Services,IEEE Trans. Mob. Comput.,2017,Chunking;Mobile Dedup;Synchronization
"Li et al. 2016 - CDStore - Toward Reliable, Secure, and Cost-Efficient Cloud Storage via Convergent Dispersal.pdf","CDStore: Toward Reliable, Secure, and Cost-Efficient Cloud Storage via Convergent Dispersal",IEEE Internet Computing,2016,SSSS/RSSS/Convergent Dispersal;Two-stage
Shin et al. 2017 - Decentralized Server-aided Encryption for Secure Deduplication in Cloud Storage.pdf,Decentralized Server-aided Encryption for Secure Deduplication in Cloud Storage,IEEE Trans. Serv. Comput.,2017,Secure Dedup
Li et al. 2014 - Convergent Dispersal - Toward Storage-Efficient Security in a Cloud-of-Clouds.pdf,Convergent Dispersal: Toward Storage-Efficient Security in a Cloud-of-Clouds,6th ${$USENIX$}$ Workshop on Hot Topics in Storage and File Systems (HotStorage 14),2014,SSSS/RSSS/Convergent Dispersal
Ateniese et al. 2005 - Practical Group Signatures without Random Oracles.pdf,Practical Group Signatures without Random Oracles,IACR Cryptology ePrint Archive,2005,Sec Techniques/Protocols;Security Proof
Shamir 1979 - How to share a secret.pdf,How to share a secret,Communication of the ACM,1979,Security Proof;Sec Techniques/Protocols
Goldwasser and Micali 1984 - Probabilistic encryption.pdf,Probabilistic encryption,Journal of Computer and System Sciences,1984,Security Proof
Dutch 2008 - Understanding_Data_Deduplication_Ratios-20080718.pdf,Understanding_Data_Deduplication_Ratios-20080718.pdf,,2008,Datasets
Cash et al. 2008 - The Twin Diffie-Hellman Problem and Applications.pdf,The Twin Diffie-Hellman Problem and Applications,Advances in Cryptology – EUROCRYPT 2008,2008,Sec Techniques/Protocols
"Kaduk et al. 2000 - SPAKE2, a PAKE.pdf","SPAKE2, a PAKE",,2000,Sec Techniques/Protocols
Zhang et al. 2015 - AE - An Asymmetric Extremum content defined chunking algorithm for fast and bandwidth-efficient data deduplication.pdf,AE: An Asymmetric Extremum content defined chunking algorithm for fast and bandwidth-efficient data deduplication,2015 IEEE Conference on Computer Communications (INFOCOM),2015,Chunking
Xia et al. 2014 - Ddelta - A deduplication-inspired fast delta compression approach.pdf,Ddelta: A deduplication-inspired fast delta compression approach,Performance Evaluation,2014,Secure Dedup;Delta Compression;Chunking
Freedman et al. 2005 - Keyword Search and Oblivious Pseudorandom Functions.pdf,Keyword Search and Oblivious Pseudorandom Functions,Theory of Cryptography,2005,Sec Techniques/Protocols
Jarecki and Liu 2009 - Efficient Oblivious Pseudorandom Function with Applications to Adaptive OT and Secure Computation of Set Intersection.pdf,Efficient Oblivious Pseudorandom Function with Applications to Adaptive OT and Secure Computation of Set Intersection,Theory of Cryptography,2009,Sec Techniques/Protocols
Elgamal 1985 - A public key cryptosystem and a signature scheme based on discrete logarithms.pdf,A public key cryptosystem and a signature scheme based on discrete logarithms,IEEE Trans. Inf. Theory,1985,Sec Techniques/Protocols
Ma et al. 2016 - Lazy exact deduplication.pdf,Lazy exact deduplication,2016 32nd Symposium on Mass Storage Systems and Technologies (MSST),2016,Secure Dedup;Fingerprint-Indexing
Nassar et al. 2015 - Paillier's encryption - Implementation and cloud applications.pdf,Paillier's encryption: Implementation and cloud applications,2015 International Conference on Applied Research in Computer Science and Engineering (ICAR),2015,Sec Techniques/Protocols
Abdalla and Pointcheval 2005 - Simple Password-Based Encrypted Key Exchange Protocols.pdf,Simple Password-Based Encrypted Key Exchange Protocols,Topics in Cryptology – CT-RSA 2005,2005,Sec Techniques/Protocols
Wang et al. 2014 - Characterizing and modeling virtual synthetic backup workloads.pdf,Characterizing and modeling virtual synthetic backup workloads,,2014,Datasets
DEDISbench - A Benchmark for Deduplica... - DEDISbench - A Benchmark for Deduplicated Storage Systems.pdf,DEDISbench: A Benchmark for Deduplicated Storage Systems,,,Platform;Implementations
Zuo et al. 2017 - Bandwidth-efficient Storage Services for Mitigating Side Channel Attack.pdf,Bandwidth-efficient Storage Services for Mitigating Side Channel Attack,arXiv [cs.CR],2017,Side Channels
Xia et al. 2019 - Accelerating content-defined-chunking based data deduplication by exploiting parallelism.pdf,Accelerating content-defined-chunking based data deduplication by exploiting parallelism,Future Gener. Comput. Syst.,2019,Accelerate;Datasets
Krawczyk 2010 - Cryptographic Extraction and Key Derivation - The HKDF Scheme.pdf,Cryptographic Extraction and Key Derivation: The HKDF Scheme,Advances in Cryptology – CRYPTO 2010,2010,Sec Techniques/Protocols
Boyko et al. 2000 - Provably Secure Password-Authenticated Key Exchange Using Diffie-Hellman.pdf,Provably Secure Password-Authenticated Key Exchange Using Diffie-Hellman,Advances in Cryptology — EUROCRYPT 2000,2000,Sec Techniques/Protocols
Bellare et al. 2000 - Authenticated Key Exchange Secure against Dictionary Attacks.pdf,Authenticated Key Exchange Secure against Dictionary Attacks,Advances in Cryptology — EUROCRYPT 2000,2000,Sec Techniques/Protocols
Bellovin and Merritt 1992 - Encrypted key exchange - password-based protocols secure against dictionary attacks.pdf,Encrypted key exchange: password-based protocols secure against dictionary attacks,Proceedings 1992 IEEE Computer Society Symposium on Research in Security and Privacy,1992,Sec Techniques/Protocols
Armknecht et al. - Group Homomorphic Encryption - Cryptology ePrint Archive.pdf,Group Homomorphic Encryption - Cryptology ePrint Archive,,,Encryption Techniques
Sun et al. 2016 - A long-term user-centric analysis of deduplication patterns.pdf,A long-term user-centric analysis of deduplication patterns,2016 32nd Symposium on Mass Storage Systems and Technologies (MSST),2016,Datasets
Zhang and Tay 2018 - A tool framework for tweaking features in synthetic datasets.pdf,A tool framework for tweaking features in synthetic datasets,arXiv [cs.DB],2018,Datasets
Gracia-Tinedo et al. 2015 - SDGen - Mimicking datasets for content generation in storage benchmarks.pdf,SDGen: Mimicking datasets for content generation in storage benchmarks,13th ${$USENIX$}$ Conference on File and Storage Technologies (${$FAST$}$ 15),2015,Datasets
"Xia et al. 2016 - A Comprehensive Study of the Past, Present, and Future of Data Deduplication.pdf","A Comprehensive Study of the Past, Present, and Future of Data Deduplication",Proc. IEEE,2016,Secure Dedup;Survey
Tarasov et al. 2012 - Generating realistic datasets for deduplication analysis.pdf,Generating realistic datasets for deduplication analysis,Presented as part of the 2012 ${$USENIX$}$ Annual Technical Conference (${$USENIX$}$${$ATC$}$ 12),2012,Datasets
Liu et al. 2015 - Secure Deduplication of Encrypted Data without Additional Independent Servers.pdf,Secure Deduplication of Encrypted Data without Additional Independent Servers,the 22nd ACM SIGSAC Conference,2015,Secure Dedup
Puzio et al. 2013 - ClouDedup - Secure Deduplication with Encrypted Data for Cloud Storage.pdf,ClouDedup: Secure Deduplication with Encrypted Data for Cloud Storage,2013 IEEE 5th International Conference on Cloud Computing Technology and Science,2013,Secure Dedup;CE/MLE
"Boldyreva 2002 - Threshold Signatures, Multisignatures and Blind Signatures Based on the Gap-Diffie-Hellman-Group Signature Scheme.pdf","Threshold Signatures, Multisignatures and Blind Signatures Based on the Gap-Diffie-Hellman-Group Signature Scheme",Public Key Cryptography — PKC 2003,2002,Sec Techniques/Protocols
Chou and Orlandi 2015 - The Simplest Protocol for Oblivious Transfer.pdf,The Simplest Protocol for Oblivious Transfer,Progress in Cryptology -- LATINCRYPT 2015,2015,Sec Techniques/Protocols
Ristenpart et al. 2011 - Careful with Composition - Limitations of the Indifferentiability Framework.pdf,Careful with Composition: Limitations of the Indifferentiability Framework,Advances in Cryptology – EUROCRYPT 2011,2011,Sec Techniques/Protocols;Encryption Techniques
